Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,sum_SRR8175837_1,sum_SRR8175836_1,sum_SRR8175839_1,sum_SRR8175838_1,sum_SRR8175841_1,sum_SRR8175840_1,sum_SRR8175843_1,sum_SRR8175842_1,sum_SRR8175845_1,sum_SRR8175844_1,sum_SRR8175881_1,sum_SRR8175880_1,sum_SRR8175879_1,sum_SRR8175878_1,sum_SRR8175885_1,sum_SRR8175884_1,sum_SRR8175883_1,sum_SRR8175882_1,sum_SRR8175873_1,sum_SRR8175872_1,sum_SRR8175848_1,sum_SRR8175849_1,sum_SRR8175846_1,sum_SRR8175847_1,sum_SRR8175852_1,sum_SRR8175853_1,sum_SRR8175850_1,sum_SRR8175851_1,sum_SRR8175854_1,sum_SRR8175855_1,sum_SRR8175871_1,sum_SRR8175870_1,sum_SRR8175897_1,sum_SRR8175896_1,sum_SRR8175875_1,sum_SRR8175874_1,sum_SRR8175877_1,sum_SRR8175876_1,sum_SRR8175886_1,sum_SRR8175868_1,sum_SRR8175858_1,sum_SRR8175859_1,sum_SRR8175860_1,sum_SRR8175861_1,sum_SRR8175862_1,sum_SRR8175863_1,sum_SRR8175864_1,sum_SRR8175865_1,sum_SRR8175866_1,sum_SRR8175867_1,sum_SRR8175893_1,sum_SRR8175892_1,sum_SRR8175891_1,sum_SRR8175890_1,sum_SRR8175889_1,sum_SRR8175888_1,sum_SRR8175887_1,sum_SRR8175869_1,sum_SRR8175895_1,sum_SRR8175894_1,sum_SRR8175856_1,sum_SRR8175857_1,sum_F1_MV385A_S6_L001_R1_001,sum_C2_MV386C_s_S11_L001_R1_001,sum_H2_MV387C_s_S16_L001_R1_001,sum_B4_MV388C_s_S26_L001_R1_001,sum_G4_MV389C_s_S31_L001_R1_001,sum_D5_MV390C_s_S36_L001_R1_001,sum_A6_MV391C_s_S41_L001_R1_001,sum_F6_MV392C_s_S46_L001_R1_001,sum_B7_MV393C_s_S50_L001_R1_001,sum_F7_MV394B_s_S54_L001_R1_001,sum_G1_MV395C_s_S7_L001_R1_001,sum_F3_MV396B_S22_L001_R1_001,sum_H4_MV397B_S32_L001_R1_001,sum_E5_MV398C_s_S37_L001_R1_001,sum_B6_MV399C_s_S42_L001_R1_001,sum_G6_MV400C_s_S47_L001_R1_001,sum_C7_MV401A_S51_L001_R1_001,sum_G7_MV402A_S55_L001_R1_001,sum_C1_MV403A_S3_L001_R1_001,sum_H1_MV404A_S8_L001_R1_001,sum_E2_MV405A_S13_L001_R1_001,sum_B3_MV406A_S18_L001_R1_001,sum_G3_MV407A_S23_L001_R1_001,sum_D4_MV408A_S28_L001_R1_001,sum_A5_MV410A_S33_L001_R1_001,sum_F5_MV411A_S38_L001_R1_001,sum_C6_MV412A_S43_L001_R1_001,sum_H6_MV413A_S48_L001_R1_001,sum_D7_MV414A_S52_L001_R1_001,sum_H7_MV415A_S56_L001_R1_001,sum_D1_MV416A_S4_L001_R1_001,sum_A2_MV417A_S9_L001_R1_001,sum_TH01_S1_L001_R1_001,sum_TH02_S2_L001_R1_001,sum_TH03_S3_L001_R1_001,sum_TH04_S4_L001_R1_001,sum_TH05_S5_L001_R1_001,sum_TH06_S6_L001_R1_001,sum_TH07_S7_L001_R1_001,sum_TH09_S9_L001_R1_001,sum_TH10_S10_L001_R1_001,sum_TH11_S11_L001_R1_001,sum_TH12_S12_L001_R1_001,sum_TH13_S13_L001_R1_001,sum_TH14_S14_L001_R1_001,sum_TH15_S15_L001_R1_001,sum_TH16_S16_L001_R1_001,sum_F2_MV435A_S14_L001_R1_001,sum_C3_MV436A_S19_L001_R1_001,sum_H3_MV438A_S24_L001_R1_001,sum_E4_MV439A_S29_L001_R1_001,sum_B5_MV440A_S34_L001_R1_001,sum_G5_MV441A_S39_L001_R1_001,sum_A7_MV442A_S49_L001_R1_001,sum_E7_MV443A_S53_L001_R1_001,sum_E1_MV444A_S5_L001_R1_001,sum_B2_MV445A_S10_L001_R1_001,sum_G2_MV447A_S15_L001_R1_001,sum_A4_MV448A_S25_L001_R1_001,sum_F4_MV449A_S30_L001_R1_001,sum_C5_MV450A_S35_L001_R1_001,sum_H5_MV451A_S40_L001_R1_001,sum_E6_MV452A_S45_L001_R1_001,sum_small_phytoplankton,sum_is_chlorophyta
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Coccolithales,Hymenomonadaceae,Ochrosphaera,Ochrosphaera_verrucosa,0,206,220,46,41,48,0,0,0,668,485,34,22,27,23,7,0,0,3,0,80,346,240,145,13,48,104,7,0,32,6,21,0,3,0,0,0,37,207,127,230,217,0,98,0,0,0,0,0,0,0,0,16,0,37,4,127,81,17,51,35,60,0,7,25,25,0,0,0,115,0,0,89,52,345,0,0,0,7,4,162,0,0,145,0,9,0,28,38,0,57,404,248,6,0,0,3,0,0,5,0,4,4,10,6,0,0,0,2,0,5,0,0,0,623,0,5,0,0,0,0,11,152,0,0,1,0
Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Teleaulax,Teleaulax_sp.,11,0,0,167,20,136,0,0,0,0,0,0,0,202,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,76,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,849,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,71,12,0,0,29,0,0,0,0,0,0,0,0,0,0,685,199,112,0,0,0,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,18,979,1086,30,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_disomata,150,52,0,0,0,60,44,32,0,0,0,0,0,69,155,318,14,118,63,0,0,31,0,0,0,0,0,0,0,0,5,11,0,44,38,20,22,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,801,0,5,0,0,0,0,12,2598,127,0,0,0,0,0,0,682,26,241,0,125,3,78,51,0,0,0,0,6,0,0,0,15,17,56,43,0,7,0,0,0,14,5,0,0,179,0,0,0,12,0,0,0,0,0,0,3,0,0,42,1,1
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-G,Chrysophyceae_Clade-G_X,Chrysophyceae_Clade-G_X_sp.,202,182,54,53,3,3,16,9,40,71,106,57,0,5,25,23,0,62,49,0,55,96,43,0,10,49,24,0,0,2,0,53,4,56,0,17,74,85,16,2,105,0,0,0,0,0,0,0,4,0,0,3,0,0,301,18,115,129,0,6,8,11,0,0,48,0,0,0,328,186,7,0,206,4,11,0,0,109,0,0,5,0,0,49,0,40,0,797,789,0,49,88,26,0,61,11,12,3,24,22,157,9,12,94,122,43,96,23,75,0,2,0,2,0,130,0,0,0,0,0,0,0,237,62,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Microthamniales,Microthamniales_X,Trebouxia,Trebouxia_sp.,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,10,0,6,0,5,0,0,0,0,0,0,0,0,0,4,361,46,9,0,5,46,3,0,0,0,50,64,30,15,14,19,27,4,43,0,11,0,116,509,5,353,115,23,0,5,0,0,0,0,0,0,0,0,0,0,0,128,0,11,2,0,0,0,20,23,0,0,0,0,915,81,0,0,309,0,4,60,8,0,3,0,3,0,0,21,4,5,0,4,0,0,0,0,33,0,0,427,0,0,0,0,1575,0,172,0,0,68,0,14,0,1,1
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiales_X,Chrysocampanula,Chrysocampanula_spinifera,44,0,0,22,0,0,17,12,36,19,30,0,0,5,3,7,16,101,90,13,0,26,27,0,0,21,18,0,0,0,23,0,0,0,0,0,308,186,28,17,5,12,0,59,0,0,0,0,12,9,0,0,0,15,103,10,71,155,0,4,0,8,0,0,75,0,0,1813,4,3,118,0,0,0,0,0,0,0,0,0,0,0,0,238,1219,40,0,69,239,0,47,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,3,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Nannochloris,Nannochloris_sp.,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,0,51,131,117,45,0,3,0,0,0,0,0,0,0,0,0,0,57,32,45,0,0,0,0,0,0,0,3815,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,14,0,0,99,136,295,148,4,0,0,0,0,0,0,0,0,0,0,0,0,143,20,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,1
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Acrispumella,Acrispumella_msimbaziensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,295,0,0,627,109,17,0,0,0,15,0,0,0,0,0,0,0,2,439,0,442,15,343,367,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,14,261,0,444,0,0,0,0,0,0,188,679,127,15,1,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-I,Chrysophyceae_Clade-I_X,Chrysophyceae_Clade-I_X_sp.,620,134,34,67,161,35,12,13,0,47,202,15,0,0,38,17,0,16,29,34,46,116,131,8,0,56,66,0,0,0,0,17,8,210,11,3,5,25,51,0,37,40,0,22,0,2,0,0,6,28,0,5,0,15,0,0,88,135,0,3,2,0,0,0,0,0,0,0,265,0,0,0,97,56,27,0,0,191,0,0,55,0,18,0,0,24,22,41,35,0,0,174,264,0,83,6,21,9,91,21,0,25,23,98,151,39,203,14,35,0,36,17,3,0,25,0,4,0,316,0,0,0,94,120,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Chrysophyceae_Clade-F_X,Chrysophyceae_Clade-F_X_sp.,185,64,28,13,9,0,0,9,58,234,45,0,0,7,110,0,0,78,69,0,0,35,227,29,6,16,4,0,0,0,0,15,0,20,0,0,122,32,27,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,35,0,110,120,0,9,8,11,0,0,3,0,0,0,0,46,157,0,0,0,0,0,0,39,0,0,0,0,0,26,0,0,18,0,0,0,2084,60,5,0,5,7,23,0,12,38,49,0,0,0,24,75,203,0,39,0,0,0,0,0,0,0,0,0,0,0,80,0,411,12,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Minidiscus,Minidiscus_trioculatus,230,490,0,0,0,0,0,0,0,55,0,0,0,0,0,71,0,0,0,0,89,104,0,0,0,0,0,0,0,0,0,134,0,256,0,0,0,0,0,84,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,132,231,291,0,0,0,0,0,0,3,0,142,85,0,161,0,0,0,0,0,0,0,0,0,0,0,0,94,138,0,91,41,0,64,112,59,65,45,0,0,0,53,144,62,43,67,0,0,0,0,0,0,0,0,0,969,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_XX,Chrysophyceae_XXX,Chrysophyceae_XXX_sp.,61,255,87,30,8,44,17,24,40,170,24,10,0,0,26,43,30,235,104,35,47,143,44,14,0,15,16,0,0,0,0,2,0,2,0,7,51,36,34,0,124,2,0,13,0,0,0,0,0,0,0,0,0,6,39,6,49,67,0,3,4,10,0,0,24,0,0,81,94,104,0,0,8,32,75,0,0,0,0,0,0,0,0,0,0,20,54,332,579,0,8,115,5,0,5,0,36,19,13,11,54,35,43,73,15,70,21,0,61,0,6,0,0,0,117,0,248,0,0,0,0,60,159,75,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella,Mantoniella_squamata,217,245,0,0,0,0,21,26,126,0,0,0,0,0,0,56,6,118,138,0,168,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,0,78,20,0,0,0,0,0,0,0,0,0,0,0,0,305,0,19,29,25,0,0,0,0,0,0,0,0,0,44,14,0,4,164,0,0,0,0,0,0,0,0,0,0,32,0,301,120,893,928,0,0,0,0,0,0,0,0,0,15,26,13,17,33,38,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,192,0,0,1,1
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiophyceae_Clade_F,Prymnesiophyceae_Clade_F_X,Prymnesiophyceae_Clade_F_XX,Prymnesiophyceae_Clade_F_XX_sp.,83,932,0,26,28,0,43,60,138,0,25,0,0,0,0,22,0,136,145,52,82,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,97,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,220,0,12,0,0,0,0,0,0,0,0,735,166,80,0,31,0,115,0,0,0,0,0,0,0,179,25,0,157,18,48,112,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,17,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Minidiscus,Minidiscus_comicus,29,15,855,400,94,12,0,0,0,11,149,90,7,24,102,0,0,0,0,2,0,31,24,6,11,26,33,4,0,7,40,309,7,106,60,4,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,64,39,241,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,68,32,0,516,0,0,29,0,0,0,0,56,0,0,0,29,3,15,3,2,0,0,15,5,0,4,0,18,10,68,0,5,0,0,0,0,0,394,0,0,0,3,124,34,11,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadales_clade_B,Pelagomonadales_clade_B2,Pelagomonadales_clade_B2_sp.,356,101,138,52,0,5,16,14,39,0,0,6,0,42,61,0,0,0,0,0,167,164,69,0,0,0,10,0,0,8,0,0,0,0,0,24,33,21,4,8,75,41,21,21,0,7,0,0,0,0,0,0,0,0,65,20,137,231,44,23,16,4,0,0,0,5,0,0,1144,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,88,128,0,0,0,0,0,0,16,63,22,10,35,68,0,0,12,65,57,61,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,258,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Clathromonas,Clathromonas_butcheri,8,0,10,4,0,4,0,0,0,0,8,0,4,0,6,0,0,0,0,0,0,0,7,37,10,73,46,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,431,1283,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,89,0,6,4,0,0,0,0,0,293,939,477,47,6,73,0,0,0,0,0,0,0,0,0,0,0,0,18,0,80,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciella,Florenciella_parvula,225,0,17,0,0,27,17,28,26,76,7,0,0,8,6,16,9,1220,423,4,111,100,0,5,8,0,7,3,0,0,0,0,0,0,0,16,37,13,6,0,15,13,12,50,0,0,0,0,0,0,0,0,0,0,199,4,0,0,5,7,6,0,0,0,0,0,0,0,4,72,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,27,86,233,91,0,0,28,0,0,14,0,12,47,8,69,29,9,5,107,58,17,0,2,16,0,12,0,0,0,207,0,0,0,0,0,6,113,12,18,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_oceanica,0,31,10,0,0,58,0,0,0,104,23,0,0,0,0,0,0,0,0,0,14,513,76,26,20,42,26,0,0,0,0,90,0,47,0,45,0,0,32,85,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,108,0,1250,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,366,0,0,0,0,0,0,0,29,53,180,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,68,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pterospermaceae,Pterosperma,Pterosperma_cristatum,9,41,0,0,7,0,0,0,22,21,33,0,0,0,0,0,0,23,21,38,173,39,0,12,0,26,24,0,0,0,0,0,0,28,0,10,10,0,10,0,50,96,35,182,47,0,0,23,71,177,43,26,26,19,18,109,0,3,0,0,52,0,0,0,0,0,0,0,293,9,0,0,0,76,89,0,0,0,0,4,0,0,0,10,50,0,61,17,123,0,0,0,0,10,0,6,0,10,0,14,18,37,0,27,0,0,10,0,0,239,138,0,0,0,56,0,35,0,0,556,0,63,0,0,187,1,1
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesiaceae_X,Prymnesiaceae_X_sp.,0,0,14,61,145,0,0,0,0,0,114,12,14,55,59,0,0,0,0,0,0,122,37,59,51,73,119,49,12,51,0,11,0,27,0,0,0,0,0,0,0,0,0,60,0,0,0,0,10,55,0,0,15,0,0,0,0,0,0,0,26,0,0,528,77,400,0,0,0,0,0,0,309,20,57,0,0,76,67,213,0,117,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,6,0,0,12,0,0,0,330,0,44,0,0,0,0,79,24,0,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Dicrateria,Dicrateria_rotunda,186,196,302,36,0,0,12,8,22,86,0,0,0,0,7,29,0,21,29,0,169,184,0,16,0,30,32,0,0,0,0,0,0,0,0,33,27,23,0,0,43,0,0,11,0,0,0,0,0,0,0,0,0,0,137,12,24,23,66,37,12,0,0,0,0,0,0,0,0,0,0,0,471,35,0,0,0,60,0,0,0,0,29,9,0,74,0,68,74,0,36,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Heterosigma,Heterosigma_akashiwo,0,0,375,57,58,16,0,0,0,7,108,8,13,136,25,0,0,0,0,0,0,0,0,8,4,9,22,0,0,0,3,37,11,28,12,0,0,0,0,0,0,6,3,0,0,10,0,0,48,41,3,18,5,0,0,0,0,0,0,0,0,0,30,118,16,4,0,0,0,0,0,0,5,0,0,0,0,0,1876,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,21,72,23,33,0,0,0,0,10,21,21,36,37,11,0,8,0,0,0,3,0,0,0,0,0,0,13,11,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Apedinella,Apedinella_radians,48,516,58,49,260,38,19,30,26,11,154,52,0,6,0,10,56,320,189,54,68,29,14,0,0,6,9,0,7,0,0,0,0,0,3,18,143,5,14,102,11,0,0,0,0,0,0,0,0,0,2,0,10,0,72,7,40,21,0,0,19,32,0,0,31,0,0,69,76,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,29,0,228,30,0,5,26,0,0,4,0,0,0,10,92,44,7,21,111,22,35,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Chloroidium,Chloroidium_ellipsoideum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1030,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,1,1
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella,Mantoniella_clade_B,0,0,0,15,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,391,130,56,23,188,110,0,0,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,1078,21,0,0,0,105,0,0,69,0,0,0,0,0,0,39,0,0,0,0,0,0,41,0,22,0,0,0,0,0,0,86,39,16,8,6,145,0,0,0,0,0,214,0,266,0,0,0,0,0,0,0,0,1,1
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_clade_B4,0,0,30,0,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0,12,13,6,238,291,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,494,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,12,0,0,0,0,0,0,0,0,55,324,372,0,25,0,0,0,0,0,0,0,60,124,0,0,0,26,79,21,0,1,1
Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadales_clade_A,Pelagomonadales_clade_A_X,Pelagomonadales_clade_A_X_sp.,26,88,112,47,15,9,0,0,0,25,75,0,0,23,76,16,0,0,0,0,5,55,68,0,0,0,3,0,0,5,0,0,0,0,0,8,0,0,6,0,33,58,17,36,0,0,0,0,0,0,0,0,0,5,0,0,46,54,623,72,37,132,0,0,0,0,0,5,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,186,0,13,0,0,9,24,7,22,61,123,306,25,0,144,0,0,0,0,0,16,0,0,0,0,0,0,65,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidales_X,Nephroselmis,Nephroselmis_pyriformis,35,54,11,26,36,0,34,26,16,28,64,17,0,0,3,28,0,16,25,0,30,71,9,19,9,15,22,0,0,0,0,20,0,18,0,4,7,0,13,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,114,0,7,0,13,12,9,3,0,0,0,4,0,0,0,0,0,0,129,148,88,0,0,0,0,0,0,0,0,24,0,89,0,242,290,0,0,7,89,0,18,4,17,13,79,26,9,21,50,161,28,155,42,0,7,0,0,0,0,0,124,0,0,0,0,0,0,0,5,188,0,1,1
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_maculatum,0,0,59,35,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,260,173,211,22,0,0,0,0,0,0,0,0,0,0,0,0,179,442,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,37,11,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,33,19,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,1
Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Rhinomonas,Rhinomonas_pauca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,301,0,187,558,553,407,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,434,0,0,0,20,3,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Parmales_env_3,Parmales_env_3A,Parmales_env_3A_sp.,58,71,17,12,28,10,16,5,20,27,10,4,0,11,64,33,0,6,8,7,54,39,25,0,0,22,12,0,0,0,0,0,0,27,0,17,14,0,0,0,0,28,0,0,0,0,0,0,6,0,0,0,0,0,5,0,35,19,0,5,0,0,0,0,6,0,0,0,100,5,0,0,473,0,0,0,0,0,2,0,5,0,11,29,0,129,0,181,30,0,0,138,90,0,17,7,64,20,57,36,7,0,0,0,22,13,14,3,18,0,62,0,75,0,0,0,0,0,0,0,0,0,394,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_gelidicola,115,0,148,313,53,16,7,16,0,14,5,5,0,182,34,19,0,10,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,22,162,739,0,0,0,10,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,44,80,0,0,0,0,0,0,0,0,0,270,57,93,84,0,0,34,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_sp.,0,0,7,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,218,11,0,0,0,0,0,85,0,0,0,0,94,64,61,183,125,0,0,0,8,12,6,12,0,0,0,0,138,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,374,95,0,0,460,80,236,0,0,0,0,28,107,7,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Syracosphaerales,Syracosphaerales_X,Syracosphaerales_XX,Syracosphaerales_XX_sp.,0,0,96,318,312,61,0,0,0,0,0,28,53,90,86,0,0,0,0,0,0,21,0,128,59,72,74,0,0,0,0,33,28,163,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,59,0,0,0,0,0,0,0,0,0,20,0,49,0,0,36,68,248,0,0,0,0,0,0,0,0,0,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,20,0,0,0,171,0,33,0,0,0,0,12,0,0,9,1,0
